CAMIS,DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,AvgScore
50073616,OVEN GRILL CHILL LOUNGE,4212,BROADWAY,11103,9173964249,Mexican,40.7581212,-73.91722062,11
50076485,ABRACADABRA MAGIC DELI,190,KNICKERBOCKER AVENUE,11237,3474138644,Turkish,40.70374033,-73.92705164,12
50077786,SANTIAGO'S BEER GARDEN,2337,1 AVENUE,10035,2129206165,Latin American,40.79833159,-73.9337125,30
50078406,CROWN FRIED CHICKEN & PIZZA,10309,GLENWOOD ROAD,11236,9294318788,Chicken,40.64825679,-73.89754817,2
50087864,ARCO CAFE,886,AMSTERDAM AVENUE,10025,6467819080,Italian,40.79874396,-73.96695537,13
50089180,DUNKIN,476,2 AVENUE,10016,2126842173,American,40.74024509,-73.97916368,6
50091009,LOT'S O BAGELS,3005,BROADWAY,11106,7182677777,Bagels/Pretzels,40.76228279,-73.92603428,23.5
50091978,CROWN FRIED CHICKEN & PIZZA,2333,1 AVENUE,10035,2128602244,Chicken,40.79823008,-73.93378484,20
50096031,Los Cuatro Reyes,14712,45TH AVE,11355,3475311890,Mexican,40.75551514,-73.81497811,35.5
50097895,BUBBAKOO'S BURRITOS,1650,RICHMOND AVENUE,10314,7185245866,Tex-Mex,40.6080781,-74.16226091,18.5
50098841,D SAVANNAH ROTI SHOP BAR AND LOUNGE INC,11915,LIBERTY AVE,11419,3474466520,Caribbean,40.68643739,-73.82365841,28
50107923,JZ'S FISH WING,25218A,ROCKAWAY BLVD,11422,5166676168,Seafood,40.63664256,-73.74052081,26
50108150,PALOMAS BK,1,KNICKERBOCKER AVENUE,11237,9173045544,Other,40.7076876,-73.9319743,12
50113406,SPES,413,EAST   12 STREET,10009,9173883919,Italian,40.72962892,-73.98262354,2
50116518,HANDCRAFT BURGERS & BREW,110,WEST   40 STREET,10018,5165366088,American,40.7538107,-73.98569601,9
50117519,CAFE METRO,475,LEXINGTON AVENUE,10017,2129837474,American,40.7538883,-73.97424702,11
50117979,BARISTA & THE BAKER,167,ROGERS AVENUE,11216,5164047009,American,40.67164832,-73.95310359,33.66666667
50118318,Norbrook Cakes & Catering,5410,AVENUE N,11234,6465103911,Bakery Products/Desserts,40.61919011,-73.9228003,10
40365546,REBEN LUNCHEONETTE,229,HAVEMEYER STREET,11211,7183887696,American,40.70903995,-73.95915129,25
40368526,FROST RESTAURANT,193,FROST STREET,11211,7183893347,Italian,40.71820359,-73.94353622,2
40372596,TROPICAL HOUSE BAKING CO.,267,SCHENECTADY AVENUE,11213,7187739523,Bakery Products/Desserts,40.66943476,-73.93383029,12
40393985,MANETTA'S RISTORANTE,1076,JACKSON AVENUE,11101,7187866171,Italian,40.74287739,-73.95197423,10
40394401,BAR SIX,502,6 AVENUE,10011,2126911363,French,40.73648114,-73.99745966,29
40396381,LA DINASTIA,4059,BROADWAY,10032,2129286605,Chinese/Cuban,40.84310138,-73.93919752,21
40397626,JENTANA'S PIZZA,5102,FT HAMILTON PARKWAY,11219,7188714050,Pizza,40.63733719,-73.99921814,10
40551765,MIKES PIZZA,7175,YELLOWSTONE BOULEVARD,11375,7187933464,Pizza,40.72071732,-73.8553358,16
40850055,STAR LITE DELI,212,WEST   44 STREET,10036,2128401859,Sandwiches,40.75752446,-73.98649293,16
40871961,TOTA'S,244,UTICA AVENUE,11213,7187735109,Caribbean,40.67027024,-73.93099244,4
40992090,MCDONALD'S,260,PAGE AVENUE,10307,7182272483,Hamburgers,40.51766854,-74.23435014,5
41006719,SQUARE DINER,33,LEONARD STREET,10013,2129257188,American,40.71840665,-74.00734839,17
41010271,MINCA RAMEN FACTORY,536,EAST    5 STREET,10009,2125058001,Japanese,40.72444967,-73.9834619,13.5
41303739,STARBUCKS,11824,QUEENS BOULEVARD,11375,7182614246,Coffee/Tea,40.71492422,-73.83199131,4
41401623,TOWERS CAFE,100,NORTH PORTLAND AVENUE,11205,7182604899,American,40.69526052,-73.97623152,13
41620437,PIZZA & BAGEL ON 3RD,663,3 AVENUE,11232,7183693600,Other,40.66469987,-73.99689649,16
41640801,VILLAGE GRILL,7301,YELLOWSTONE BOULEVARD,11375,7185444024,Mediterranean,40.71768643,-73.8569946,4.5
41721164,SOFIA'S PIZZA,112-15,LINDEN BOULEVARD,11420,7188456250,Pizza,40.67722064,-73.82559725,7
50015693,HALE & HEARTY SOUP,2,METROTECH CTR,11201,3478895258,Soups/Salads/Sandwiches,40.69371953,-73.98569453,10
50035679,STONEFRUIT,1058,BEDFORD AVENUE,11205,7182304147,Coffee/Tea,40.68881491,-73.95500979,13
50038175,LENZ'S,514,EAST   20 STREET,10009,2129792859,Sandwiches,40.73376983,-73.97727497,25.5
50045050,TEXAS FRIED CHICKEN AND PIZZA,240,UTICA AVENUE,11213,7186765004,Chicken,40.67038826,-73.9309815,7
50049655,TACO MAHAL,73,7 AVENUE SOUTH,10014,6467191553,Tex-Mex,40.73228711,-74.00350357,26
50050336,BLUE BOTTLE COFFEE,85,DEAN STREET,11201,5106533394,Coffee/Tea,40.6871764,-73.98955411,9
50066286,EL CASTILLO DEL POLLO,12808,111TH AVE,11420,7188454071,Spanish,40.68277861,-73.81326616,28.5
50073970,TRINCITI ROTI SHOP & RESTAURANT,11103,LEFFERTS BLVD,11420,3472574194,Caribbean,40.6802304,-73.82121601,5
50082093,PITKINS FISH & CHICKEN,288,UTICA AVENUE,11213,7187740208,Chicken,40.66823099,-73.93118561,9
50098844,SONIC DRIVE-IN,148,PAGE AVENUE,10307,7183176642,American,40.52058208,-74.23505097,29.66666667
50105992,DOSA DELIGHT,3566,73RD ST,11372,6318056129,Other,40.75050916,-73.89299429,27
50106778,SHIRAZ KITCHEN,111,WEST   17 STREET,10011,2125170840,Mediterranean,40.73953602,-73.99607384,10
50110342,PIZZA SHOP @ JFK,16053,ROCKAWAY BLVD,11434,3476767500,Pizza,40.66342069,-73.77699818,13
50111614,BUFFALO BOSS ORGANIC WINGS & THINGS,291,UTICA AVENUE,11213,646_361384,American,40.66811021,-73.93117492,20
50116265,SOMETHING SWEET BK,1976,86 STREET,11214,3477038987,Frozen Desserts,40.60485541,-73.99868913,11
50116813,BOU'OTE,302,TROY AVENUE,11213,3473656359,Jewish/Kosher,40.66853062,-73.9367222,17
50117742,THE KINGDOMS MEALS,8445,164TH ST,11432,3478763006,Spanish,40.71334162,-73.80176345,23
50118280,ALEEF,333,WEST   39 STREET,10018,2125642723,Sandwiches/Salads/Mixed Buffet,40.75578481,-73.99225042,13
50118428,LA CASA DEL ABUELO,1029,EAST  167 STREET,10459,7187499104,Mexican,40.82675952,-73.8884087,18.66666667
50118515,KENNEDY FRIED CHICKEN,124,FEATHERBED LANE,10452,7184508468,Chicken,40.84611982,-73.92001306,10
40391154,MALACHY'S,103,WEST   72 STREET,10023,2128744268,Irish,40.77748869,-73.97896784,12
40399729,GLORY DELI & GROCERY,4630,VERNON BOULEVARD,11101,7184721113,Sandwiches,40.74602606,-73.95300773,6
40813634,QUEEN OF SHEBA ETHIOPIAN RESTAURANT,650,10 AVENUE,10036,2123970610,Ethiopian,40.76202374,-73.99370807,18.5
40814139,STARBUCKS,1102,1 AVENUE,10065,2126889118,Coffee/Tea,40.76038703,-73.96139021,11
40954991,STAR ON 18TH DINER CAFE,128,10 AVENUE,10011,2123660994,American,40.74454784,-74.00643824,10
41009267,UNDERGROUND PIZZA,2,WILLIAM STREET,10004,2124254442,Pizza,40.70482809,-74.00977061,16
41057755,BAROSA BRICK OVEN,62-29,WOODHAVEN BOULEVARD,11374,7184241455,Italian,40.72602693,-73.87012374,29
41156192,LANTERN,101,MONTAGUE STREET,11201,7182372594,Thai,40.69506251,-73.99527589,9
41538914,APPLEBEE'S,610,EXTERIOR STREET,10451,3472265700,American,40.8217371,-73.93086005,13
41542069,INSOMNIA COOKIES,405,AMSTERDAM AVENUE,10024,2153831319,American,40.78339798,-73.9781246,11
41624530,PIO PIO,604,10 AVENUE,10036,2124592929,Peruvian,40.76058005,-73.99476225,12.5
41653102,MARISCO CENTRO SEAFOOD RESTAURANT & BAR,610,EXTERIOR STREET,10451,7186658686,Seafood,40.8217371,-73.93086005,18
41699269,WATERMARK BAR,78,SOUTH STREET,10038,2127428200,American,40.70548168,-74.00436057,10
50001857,SUNSET BAGELS,4903,5 AVENUE,11220,7184370905,Bagels/Pretzels,40.64556288,-74.00982316,6
50004837,CHUCK E. CHEESE'S,700,EXTERIOR STREET,10451,7182924337,Pizza,40.82346088,-73.93099917,14.5
50008103,PANERA BREAD,330,5 AVENUE,10001,2129678683,American,40.74751416,-73.98523902,12
50010387,GREGORY'S COFFEE,80,BROAD STREET,10004,6468838484,Coffee/Tea,40.70431465,-74.01158109,8
50018224,MITI MITI TAPERIA,138,5 AVENUE,11217,7182303760,Mexican,40.67867163,-73.97894144,14
50018699,PAPA JOHN'S,138,4 AVENUE,11217,7188527272,Pizza,40.68022556,-73.98114744,12
50037410,WINGSTOP,63,WEST  125 STREET,10027,2129879464,Chicken,40.80733182,-73.94443203,13
50041477,LAKE PAVILION,6019,MAIN ST,11355,7188866693,Chinese,40.7430265,-73.82551816,26.5
50054918,MEXICAN DINER,902,CORTELYOU ROAD,11218,3473974823,Mexican,40.63890044,-73.9696327,30.5
50057744,DER PIONEER,737,CHURCH AVENUE,11218,9175337825,American,40.64588378,-73.97204027,7
50072221,MOMENTEA,64,7 AVENUE,10011,2125108995,Japanese,40.73860012,-73.99965719,23.5
50072229,TUTT HEIGHTS RESTAURANT & CAFE,47,HICKS STREET,11201,9292458508,Mediterranean,40.70026377,-73.99345064,3
50084913,PLANTED,333,SMITH STREET,11231,7185066449,Coffee/Tea,40.68058655,-73.99460631,10
50090394,FAMOUS FAMIGLIA PIZZERIA,1284,1 AVENUE,10065,2122881616,Pizza,40.76576537,-73.95747019,12
50090698,AMELIA GRILL BURRITO,690,METROPOLITAN AVENUE,11211,7183881446,Mexican,40.71438123,-73.94581564,23
50093362,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2085,LEXINGTON AVENUE,10035,2127225253,Caribbean,40.80488791,-73.93702553,20.5
50098175,GINJAN CAFE,85,EAST  125 STREET,10035,9292489696,Coffee/Tea,40.80532575,-73.93966562,6
50100009,AMBER 80ST,1406,3 AVENUE,10075,2122495020,Chinese/Japanese,40.77486127,-73.95688306,14
50104920,VINEAPPLE,71,PINEAPPLE STREET,11201,3477991035,American,40.69821889,-73.99313709,15
50109808,DUNKIN' DONUTS,595,10 AVENUE,10036,2013496000,Coffee/Tea,40.76044831,-73.99488499,2
50111322,LE PAIN QUOTIDIEN,2161,BROADWAY,10024,9176153794,American,40.7818532,-73.9810355,18
50112468,CHIPOTLE MEXICAN GRILL #3641uy;,350,5 AVENUE,10118,6143187413,Other,40.7482689,-73.98469027,6
50117521,Q & N INTERNATIONAL CUISINE,107,EAST  125 STREET,10035,9177709055,American,40.80483382,-73.93850295,9
50118166,CAFE SPAGHETTI,126,UNION STREET,11231,9174009498,Italian,40.68420426,-74.00240854,34.5
40922896,AUBERGINE CAFFE,4922,SKILLMAN AVENUE,11377,7188991735,American,40.74619904,-73.9149474,5
41404362,COZZI PIZZA,584,BROADWAY,11206,7189634848,Pizza,40.70385853,-73.9474292,14
41490195,CORNER CAFE,2518,BROADWAY,10025,2122801900,American,40.79326971,-73.97277267,8
41540232,HARVEST CAFE,694,NEW DORP LANE,10306,7189871234,American,40.5660737,-74.10094321,10
41623468,POTBELLY SANDWICH SHOP,22,EAST   17 STREET,10003,6462894204,Sandwiches/Salads/Mixed Buffet,40.73739207,-73.99099682,13
41678085,AU BON PAIN,7901,BROADWAY,11373,7187792033,Soups/Salads/Sandwiches,40.74440914,-73.88609674,7
41690004,SOPHIE'S CUBAN CUISINE,27,SMITH STREET,11201,7182430911,Latin American,40.69076913,-73.9877109,15
50070149,TEXAS CHICKEN & BURGER,1148,FLATBUSH AVENUE,11226,3474139553,Chicken,40.64230008,-73.95741226,29.33333333
50072345,TACO BELL,1034,FLATBUSH AVENUE,11226,8605182577,Tex-Mex,40.64590422,-73.95808381,11
50100245,TRI LOUNGE & CAFE,1938,CLOVE ROAD,10304,3139770814,Vegetarian,40.60620029,-74.08694795,13
50105697,EL PATIO DE FELA,2253,3 AVENUE,10035,9174441363,Spanish,40.80207178,-73.93698847,21.5
40365013,CRYSTAL ROOM,67,OLYMPIA BOULEVARD,10305,7184478926,Italian,40.59281418,-74.07067712,13
40372357,MARINA CAFE,154,MANSION AVENUE,10308,7189673077,Italian,40.54430093,-74.14090586,31
40372631,YANKEE JZ PIZZA,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,40.82917833,-73.87570682,28
40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",156,ATLANTIC AVENUE,11201,7185965800,Mediterranean,40.69030305,-73.99464519,10
40383496,THE GROTTO PIZZA,69,NEW STREET,10004,2128096991,Pizza,40.70550031,-74.01239643,19
40395218,WINCHESTERS PUB,23312,HILLSIDE AVENUE,11427,7184648230,American,40.73343387,-73.73654497,12
40402424,ANGLERS CLUB OF NEW YORK,101,BROAD STREET,10004,2124257333,American,40.70336771,-74.01157011,5
40534973,LIMITLESS FITNESS,15705,CROSSBAY BOULEVARD,11414,7188454653,"Juice, Smoothies, Fruit Salads",40.66222033,-73.84062017,5
40538061,COSMOS RESTAURANT,726,EAST TREMONT AVENUE,10457,7182991925,Spanish,40.84498917,-73.89030445,12
40573101,NEW WAH KITCHEN,1474,WESTCHESTER AVENUE,10472,7185890625,Chinese,40.82839379,-73.88133082,21
40587915,GINO'S PIZZERIA,15846,CROSSBAY BOULEVARD,11414,7187384113,Pizza,40.66004024,-73.84009918,13
40593817,XTRA CHEESE PIZZERIA,14720,NORTHERN BOULEVARD,11354,7189613122,Pizza,40.76515857,-73.81908829,5
40663973,PEPE JOE'S PIZZERIA,722,COURTLAND AVENUE,10451,7185854922,Pizza,40.82071011,-73.91766996,7
40694122,TRACKSIDE,11446,ROCKAWAY BOULEVARD,11420,7188459610,American,40.67677785,-73.8232334,8
40694764,MANNY'S GRILL,1089,GRAND STREET,11211,7184868225,American,40.71396247,-73.9325306,14
40711301,CHICKEN FESTIVAL,2919,DITMARS BOULEVARD,11105,7187289696,Chicken,40.77671818,-73.91152511,26
40730270,NOT JUST PIZZA,1286,FULTON STREET,11216,7187838015,Pizza,40.68035031,-73.94910989,2
40764527,PIZZA PALACE,2929,DITMARS BOULEVARD,11105,7187281060,Pizza,40.77671269,-73.9115215,9
40787040,BOSTON MARKET,6145,188 STREET,11365,7182647137,American,40.73938824,-73.78578251,10
40808118,BAR TABAC,128,SMITH STREET,11201,7189230918,French,40.68726703,-73.99010938,25.5
40808640,CAROM CAFE BILLIARDS,3402,LINDEN PLACE,11354,7183588585,Korean,40.76648385,-73.83142032,9
40815637,APPLEBEE'S,6148,188 STREET,11365,7182641222,American,40.73921883,-73.78619083,2
40849849,FAMOUS BEN'S PIZZA OF SOHO,177,SPRING STREET,10012,2129664494,Pizza,40.72483236,-74.00251103,16.25
40861141,CASA PROMESA,308,EAST  175 STREET,10457,7189607658,American,40.84661565,-73.90438001,20.66666667
40878231,MOTI'S,5007,16 AVENUE,11204,7184389833,Jewish/Kosher,40.63035913,-73.98619813,12
40882825,VERONA PIZZA,6113,20 AVENUE,11204,7186211300,Pizza,40.61865503,-73.98361789,14.5
40895911,RAMONITA'S RESTAURANT,110,MOORE STREET,11206,7182187860,Latin American,40.70387198,-73.94121489,13
40897418,NB. NATIONAL BAKERY,1193,WALTON AVENUE,10452,7185375105,Bakery Products/Desserts,40.83470972,-73.91969075,14.5
40936347,SMITH'S TAVERN,440,5 AVENUE,11215,7187885218,American,40.66935696,-73.98615758,9
40939317,PITA PAN,167,7 AVENUE,11215,7188323876,Middle Eastern,40.67196309,-73.97733576,9
40950193,JOE'S BAR & GRILL,257,AVENUE U,11223,7183729595,American,40.59682959,-73.97458869,15.5
40952129,LA VILLA,261,5 AVENUE,11215,7184999888,Italian,40.67445341,-73.98188091,28
40990299,ELEGANT CHINESE RESTAURANT,21206,HILLSIDE AVENUE,11427,7187768270,Chinese,40.7248071,-73.7538715,9
40993786,DUNKIN,150,GREAVES LANE,10308,7189667111,Donuts,40.55350648,-74.14350549,3
40995563,LEGEND COOKHOUSE,135-11,ROCKAWAY BOULEVARD,11420,7188484444,Caribbean,40.67448001,-73.80276265,17
40998581,TRUMP CAFE & GRILL,725,5 AVENUE,10022,2127157290,American,40.76250136,-73.97428699,4
41012120,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1014,NOSTRAND AVENUE,11225,7186042211,Caribbean,40.66368208,-73.95096454,13
41016740,SATGURU SWEETS & CATERING,13408,ROCKAWAY BOULEVARD,11420,7186595235,Indian,40.67458673,-73.80417552,13
41020367,CUCINA FRESCA,2110,RICHMOND ROAD,10306,7186675151,Pizza,40.58150035,-74.11176313,7
41030615,SERAFINA BROADWAY,210,WEST   55 STREET,10019,2123151700,Italian,40.76448449,-73.98165055,15.5
41038249,DOMAND'S ITALIAN GOURMET DELI & CATERERS,3029,STRATTON ST,11354,7188864418,Sandwiches,40.76964233,-73.83468679,8
41041733,BAGELSMITH,189,BEDFORD AVENUE,11211,7182187414,American,40.71761142,-73.95794475,11.66666667
41050702,CHRIS SUPER DELI,903,SHERIDAN AVENUE,10451,7184100708,Sandwiches,40.82708558,-73.92077316,12
41064834,MCDONALD'S,1982,WESTCHESTER AVENUE,10462,7188290246,Hamburgers,40.8334893,-73.85823721,6
41114768,PUFFY'S TAVERN,81,HUDSON STREET,10013,2122273912,American,40.71851359,-74.00885272,13
41198981,ATHEN'S GRILL & RESTAURANT,3011,30 AVENUE,11102,7187775366,Mexican,40.76718776,-73.92201798,34
41201799,CHIPOTLE MEXICAN GRILL,1221,6 AVENUE,10036,2125758424,Tex-Mex,40.75909387,-73.98213574,11.5
41204715,WENDY'S,4040,3 AVENUE,10457,7182995603,Hamburgers,40.84268259,-73.8981656,2
41206436,RAINBOW DINER,2197,WHITE PLAINS ROAD,10462,7188237715,American,40.85619676,-73.86764176,48.5
41211257,LA ISLA RESTAURANT,276B,EAST 149 STREET,10451,7186653600,Latin American,40.81729898,-73.92246844,28
41217325,TACO VELOZ,9606,ROOSEVELT AVENUE,11368,7187795608,Tex-Mex,40.74916431,-73.86923753,7
41217791,RED HOUSE RESTAURANT,538,CLAREMONT PARKWAY,10457,7185831509,Chinese,40.8380656,-73.9009157,15
41222128,COURT DELI RESTAURANT,96,EAST  161 STREET,10451,7189931380,American,40.82730204,-73.92428873,24
41277845,SUBWAY,25105,JAMAICA AVENUE,11426,7183433350,Sandwiches,40.72682701,-73.713567,12
41292268,T BAAR,4823,8 AVENUE,11220,3473503522,"Juice, Smoothies, Fruit Salads",40.64204995,-74.0027133,10.5
41301275,TACOS MEXICO,102-03,NORTHERN BOULEVARD,11368,7184241956,Tex-Mex,40.75755181,-73.86642357,23.5
41338254,BURGER KING,400,EAST TREMONT AVENUE,10457,7182947019,Hamburgers,40.84764735,-73.90076764,7
41372518,SHUN FAT KITCHEN,1716,PITKIN AVENUE,11212,7189222286,Chinese,40.66978628,-73.90994079,18
41383189,DUNKIN,3723,DITMARS BOULEVARD,11105,7182040115,Donuts,40.77370931,-73.90726516,5
41412916,BEN & JERRY'S,30,ROCKEFELLER CENTER,10111,2122187843,Frozen Desserts,40.75926055,-73.97784378,13
41417854,DUNKIN,2801,KNAPP STREET,11235,7186153184,Donuts,40.58629933,-73.93142877,10.33333333
41594796,EXTRA BAR CAFE,153,AVENUE U,11223,7182660107,Coffee/Tea,40.59638301,-73.97863621,11.5
41702711,CHIPOTLE MEXICAN GRILL,140,COURT STREET,11201,7188521852,Tex-Mex,40.68923522,-73.99259353,12
50001118,SHEN ZHOU RESTAURANT,159,WILSON AVENUE,11237,7188211172,Chinese,40.70015967,-73.92476186,11
50002268,DUNKIN,188-23,UNION TURNPIKE,11366,3475484154,Donuts,40.7292892,-73.78088288,7
50009079,TING FAI CUISINE,1962,86 STREET,11214,7183733888,Chinese,40.60497618,-73.9988908,34.33333333
50009907,VIVI BUBBLE TEA,6731,BAY PARKWAY,11204,9179339978,Coffee/Tea,40.61202907,-73.98329537,13
50044252,OPEN MARKET,15,WILLIAM STREET,10005,2127855555,American,40.70520136,-74.00999789,49
50044340,WENDY'S,4,SOUTH STREET,10004,2122209989,American,40.7016879,-74.01163113,3.5
50046390,BAGEL MARKET,106,7 AVENUE,11215,7182304700,Bagels/Pretzels,40.67408996,-73.97572358,16
50051756,KUNG FU TEA,2174,86 STREET,11214,6468787800,Coffee/Tea,40.60222852,-73.99429577,12.5
50067941,CARVEL #699,2590,HYLAN BOULEVARD,10306,7189874122,Frozen Desserts,40.56901758,-74.11120226,4
50069682,COOK EATERY,1412,BROADWAY,10018,2129977601,American,40.75370382,-73.98704594,33
50076453,99C PIZZA,150,EAST BROADWAY,10002,3472133313,Pizza,40.71399842,-73.99084848,9
50082613,NEW GOLDEN BAY RESTAURANT,2144,86 STREET,11214,7182651388,Chinese,40.60263203,-73.99499436,27
50089802,THE BUTTERY BAR,152,DRIGGS AVENUE,11222,7187011630,American,40.72304862,-73.94458195,21
50096080,BROOKLYN BARBECUE HOUSE,8515,18 AVENUE,11214,7182560218,Barbecue,40.60766606,-74.00211405,18
50096263,AVABREW,100,WILLOUGHBY STREET,11201,7186431920,Coffee/Tea,40.69211919,-73.98469961,15.5
50096302,KHORASAN KABAB & GYRO,1947,BATH AVENUE,11214,3473127777,Middle Eastern,40.60180045,-74.00219309,0
50096571,16 HANDLES,153,2 AVENUE,10003,2122604414,Frozen Desserts,40.72945658,-73.98705428,5
50096595,ICHIGO SUSHI,7308,3 AVENUE,11209,9177806969,Japanese,40.63268977,-74.02729847,41.5
50096678,TIGER PRAWN THAI SEAFOOD,208,GRAND STREET,11211,3478895150,Thai,40.71405777,-73.96025201,7
50097024,NEW PHO TAY HO,2351,86 STREET,11214,7184490199,Southeast Asian,40.59984852,-73.99038525,42
50097658,U BAR & RESTAURANT,1114-1116,AVENUE U,11223,3475876843,Southeast Asian,40.5983244,-73.96093334,23
50102071,"DUNKIN', 'BASKIN ROBBINS",3119,30TH AVE,11102,7189563582,Donuts,40.76678369,-73.92115925,6
50108079,GRAMMA'S PIZZA,99B,FEATHERBED LN,10452,9179325801,Pizza,40.84622019,-73.91832862,28.5
50109714,CAPT LOUI,10502,ROCKAWAY BLVD,11417,7184801103,Seafood,40.67880033,-73.83396104,18
50113085,W NEW YORK - UNION SQUARE,201,PARK AVENUE SOUTH,10003,2122539119,Coffee/Tea,40.73663709,-73.98894371,4
50117234,EMERALD PUB,18301,HORACE HARDING EXPY,11365,7183575572,Irish,40.73997977,-73.79100591,5
50118227,YAN WO DOU BUN,98,MOTT STREET,10013,6462381877,Chinese,40.71724582,-73.99747843,15.5
50118727,FOOD TASTY WB,712,60 STREET,11220,6465927520,Chinese,40.63649674,-74.01124861,8.5
40362264,P & S DELI GROCERY,730,COLUMBUS AVENUE,10025,2129323030,American,40.79262064,-73.96770962,14.5
40364572,DONOHUE'S STEAK HOUSE,845,LEXINGTON AVENUE,10065,2127440938,Steakhouse,40.76551288,-73.96576979,26
40365882,NEW YORK PIZZA SUPREMA,413,8 AVENUE,10001,2125948939,Pizza,40.75003195,-73.99504099,12
40368223,OYSTER BAR,0,GRAND CENTRAL TERMINAL,10017,2124906650,Seafood,40.75251382,-73.97730464,9.5
40368271,CHERRY TAVERN,441,EAST    6 STREET,10009,2127771448,Bottled Beverages,40.72599521,-73.9851969,5
40368374,JIMMY'S CORNER,140,WEST   44 STREET,10036,2122219510,American,40.75661292,-73.984331,15.5
40369461,CAFE UN DEUX TROIS,123,WEST   44 STREET,10036,2123544148,French,40.75648387,-73.9839773,28
40369958,SPARKS STEAK HOUSE,210,EAST   46 STREET,10017,2126874855,Steakhouse,40.75309731,-73.97209616,7
40370507,THE PLAYERS,16,GRAMERCY PARK SOUTH,10003,2124756116,American,40.7377759,-73.98648252,26
40370766,SMITH & WOLLENSKY,201,EAST   49 STREET,10017,2127531530,American,40.75505127,-73.97087534,13
40373912,THE MALT HOUSE,206,THOMPSON STREET,10012,2122287701,American,40.72878759,-73.99935056,10
40381210,SYMPOSIUM GREEK RESTAURANT,544,WEST  113 STREET,10025,2128651011,Greek,40.80548964,-73.96394666,38
40385584,PIZZA GARDEN,17101,NORTHERN BOULEVARD,11358,7184615151,Pizza,40.75804875,-73.79567039,10
40386569,SAL AND CARMINE PIZZA,2671,BROADWAY,10025,2126637651,Pizza,40.79822582,-73.96918411,5
40392668,LUCYS,135,AVENUE A,10009,2126733824,American,40.72693086,-73.98290567,12
40394007,"NIAGARA, LOVERS OF TODAY/ SISTER MIDNIGHT",112,AVENUE A,10009,2124209517,American,40.72591265,-73.98362029,12
40395597,ELMHURST FAMOUS PIZZA,8307,BROADWAY,11373,7182713000,Pizza,40.74097181,-73.87984157,30.5
40396159,CARMINE'S,200,WEST   44 STREET,10036,2122213800,Italian,40.75739816,-73.98618975,13
40396183,Coney Island Baby,169,AVENUE A,10009,2124208392,American,40.72821252,-73.98196726,7
40397763,ALFONSO'S BAR,75-15,BROADWAY,11373,7184581068,Bottled Beverages,40.74612029,-73.89010337,27
40402365,MICHAEL'S,24,WEST   55 STREET,10019,2127670555,American,40.76207628,-73.97592241,7
40511696,GEMINI'S LOUNGE,107-23,LIBERTY AVENUE,11417,7183230502,Caribbean,40.68363929,-73.83389847,19
40524888,SISTERS CUISINE,1931,MADISON AVENUE,10035,2124103000,Caribbean,40.80504365,-73.94085067,41
40530583,CORNER GOURMET II,66,WEST BROADWAY,10007,2124062200,American,40.71464338,-74.00993438,18
40539007,MUSTANG HARRY'S,352,SEVENTH AVENUE,10001,2122688930,American,40.74820107,-73.99266274,9
40546098,CHURRASCARIA PLATAFORMA,316,WEST   49 STREET,10019,2122450505,Brazilian,40.76203421,-73.98748472,18
40549443,JJ GARDEN RESTAURANT,7521,31 AVENUE,11370,7188986686,Chinese,40.75858081,-73.89225935,13
40572406,SHAMROCK INN,1729,CROSBY AVENUE,10461,7188228889,Irish,40.84589242,-73.83153998,0
40604769,FAMOUS FAMIGLIA,734,AMSTERDAM AVENUE,10025,2128647193,Pizza,40.79388946,-73.97049351,18
40618281,PASQUALE'S RIGOLETTO RESTAURANT,2311,ARTHUR AVENUE,10458,7183656644,Italian,40.85381232,-73.88907888,39
40653417,STARBUCKS,261,5 AVENUE,10016,2127791557,Coffee/Tea,40.74512368,-73.9869574,4
40666094,MIDWAY CINEMAS,10822,QUEENS BOULEVARD,11375,7185443155,American,40.72111591,-73.84326026,3
40676801,IGUANA RESTAURANT,240,WEST   54 STREET,10019,2127655454,Mexican,40.76422394,-73.98296465,13
40719863,PAHAL ZAN RESTAURANT,10612,CONTINENTAL AVE,11375,7187937177,Jewish/Kosher,40.71978708,-73.84501305,21
40737930,STARBUCKS,55,EAST   53 STREET,10022,2127507140,Coffee/Tea,40.75948472,-73.97361676,2
40739446,DUNKIN,97-12,METROPOLITAN AVENUE,11375,7187935785,Donuts,40.71115734,-73.85538188,10
40740446,TERESA'S GOURMET,1298,CROSBY AVENUE,10461,7188284002,Bakery Products/Desserts,40.83809328,-73.82878066,2
40741967,TONG HAI TUNG BAKERY,4112,MAIN STREET,11355,7183588878,Chinese,40.75784845,-73.82930898,35.5
40755548,CIRCLE PIZZERIA,112,HUGH GRANT CIRCLE,10472,7188221766,Pizza,40.83277127,-73.86137904,12
40756287,BARBARESCO,843,LEXINGTON AVENUE,10065,2125172288,Italian,40.76547721,-73.96579508,12
40781412,GAUDIO'S PIZZERIA,4013,30 AVENUE,11103,7187212882,Pizza,40.76372686,-73.91463975,12
